CLUE,ANS,POS,FOUND IN
Sea-creature resembling tortoise ,turtle,2,Sea turtle - A group of reptiles that live in the ocean and have some features reminiscent of a tortoise but lack overall resemblance.
Of the Middle Ages ,medieval,1,"Feudalism - a socio-economic system prevalent in medieval Europe, based on land ownership and service to lords or monarchs."
Tap (US) ,faucet,2,Faucet - An apparatus allowing water to flow intermittently through small openings; commonly found indoors and associated with kitchens and bathrooms.
Customs and conventions ,mores,20,Social mores
Rosemary perhaps ,herb,12,Herbalism
Immature insect ,larva,2,"Larva - The larval stage in a holometabolous insect's life cycle (complete metamorphosis), characterized by significant growth and feeding before pupation or transformation into an adult."
Female peer ,lady,18,Associate lady (formal reference within professional settings)
Cover for a gramophone record ,sleeve,3,Vinyl sleeve
Ovum ,egg,1,"Egg cell - The female reproductive cell in oviparous (egg-laying) animals, also known as an ovum or oocyte before fertilization occurs."
First Greek letter ,alpha,1,"Alpha - The first letter in both uppercase and lowercase forms, used as a symbol for beginning or primary elements."
Delicate ornamental metalwork,filigree,1,"Filigree - intricate and delicate metalwork in twisted threads or fine patterns, often used as decorative elements on jewelry or furniture."
Cricket practice ,net,8,Net sessions
Balkan country,macedonia,7,Macedonia (North Macedonia officially renamed in 2019)
Equipment ,kit,18,Kits
State in which blood-flow is stopped ,stasis,9,Venous stasis
