CLUE,ANS,POS
Grassy plains of Argentine ,pampas,1
Deep gorge or ravine ,canyon,1
Advantageously ,usefully,5
Male relatives ,uncles,2
Noise of an explosion ,bang,2
Cheroot ,cigar,1
Tested or scrutinised ,examined,1
Map-line showing places with equal air pressure ,isobar,1
Pampas cowboy ,gaucho,1
Way in ,entrance,1
"Hurting, painful ",sore,7
Agile ,nimble,4
Weak ,feeble,4
Lusterless or uninteresting ,dull,1
Bony outgrowths on the heads of some animals ,horns,2
Short trousers ,breeches,7
Altruistic,selfless,1
Mankind ,human race,9
Depart; permission ,leave,1
Land once belonging to a nobleman,manor,1
A fight or contest ,combat,17
"Desire or liking, for power or food ",appetite,1
Story ,narrative,3
Recreate (past event) ,reenact,1
