CLUE,ANS,POS,FOUND IN
Ban ,outlaw,12,Outlawed
Assistance ,aid,2,Aid-giving
Author of Lady Chatterley's Lover,lawrence,11,David Herbert Lawrence.
Cod-like fish ,ling,7,Codling cod
Rush - a job for life?,career,2,Lifetime career
Make uncomfortable,embarrass,12,Embarrassing situation
Mount . . . . . . . . in USA has carved heads of presidents ,rushmore,2,"Mount Rushmore, South Dakota"
Proverbially gluttonous seabird ,cormorant,5,Cormorant greedily feeding
Determined attempt ,effort,1,Resolute effort
Toothed wheel driven by a chain ,sprocket,4,Sprocket-driven machine
Seat on horse or bike,saddle,5,Saddle-savvy
Chances ,odds,5,Odds in favor
Miraculous food ,manna,17,Miraculous manna (biblical reference)
