CLUE,ANS,POS
Greek letter D,delta,1
Supposes ,imagines,5
Body of land surrounded by water ,island,1
German city ,wiesbaden,10
Windpipe ,trachea,1
Palladian mansion with gardens in Wiltshire ,stourhead,10
Banana-like fruit ,plantain,1
Distance between rails ,gauge,1
Locate or identify with precision ,pinpoint,1
Tree-dwelling marsupial ,possum,3
"Of software, containing errors ",buggy,1
Nervous ,on edge,19
hinting at something indecent ,suggestive,17
Period when light ,daytime,1
Natural ability ,flair,7
Hard Italian cheese ,parmesan,1
Look; nobleman ,peer,1
