CLUE,ANS,POS,FOUND IN
Thou,you,2,"You (modern form, often used in poetic or archaic contexts)"
"Appealed earnestly, begged ",entreated,3,Earnestly entreated
Step on dry land,disembark,7,Disembarking from watercraft
Thrill,excite,1,Excitement
Weed ,nettle,8,Nettles (stinging plants often considered a nuisance in gardens)
'Lolita' author ,nabokov,1,"Petersburg, Russia, Nabokov initially studied languages and literature before emigrating to the United States due to the rise of anti-Semitic sentiment under Bolshevik rule."
Lift or hold something to assess its weight,heft,5,Test heft
Yacht races as part of sporting event ,regattas,12,Shipping regattas (historically related to maritime activities)
Compulsory,forced,10,Enforced
Turn hide into leather ,tan,1,Tanning
Green part that forms a flower's calyx,sepal,1,Sepals
