CLUE,ANS,POS
Ideal ,optimal,2
Cover for a gramophone record ,sleeve,2
Style popular in the 1920s and '30s ,art deco,1
Vertical parts of stairs ,risers,3
Ramshackle ,dilapidated,2
Disastrous ,catastrophic,2
Ovum ,egg,1
(Of duck) moving bill in water while feeding ,dabbling,3
Channel north of Isle of Wight ,solent,1
Five-cent coin (US) ,nickel,2
Delicate ornamental metalwork,filigree,1
Allowed to enter ,admitted,3
Of the brain ,cerebral,1
Actor with non-speaking role ,extra,1
Tempting ,enticing,3
Small stone ,pebble,1
Prohibitions buy custom or religion ,taboos,5
Walk arrogantly ,swagger,1
Balkan country,macedonia,5
Dispensary ,pharmacy,11
Very strong wind ,gale,1
Clarified butter used in Indian cooking ,ghee,1
Cited ,quoted,3
