CLUE,ANS,POS
Former West German capital ,bonn,1
South Pacific member of the Commonwealth ,fiji,1
Instinctive ,intuitive,4
"'Jeers, provokes (6)' ",taunts,1
Mediocre ,average,1
Peculiar in behaviour ,quirky,4
Conflict ,strife,5
University teacher ,lecturer,7
Sudden thrust in fencing ,lunge,1
Organic matter in topsoil ,humus,1
Unintelligent ,stupid,5
Husks of cereal grain,bran,2
Puts up,erects,1
Pull a face ,grimace,2
One in loco parentis ,guardian,1
"Career, calling ",vocation,2
