CLUE,ANS,POS,FOUND IN
Became motionless ,froze,1,Frozen in place
- - dish (science) ,petri,1,Petri dish
Direct the eye to ,look,1,Look towards
The present time ,today,4,Today's date
Type of window in roof,dormer,3,Dormer window
Special right ,privilege,1,Exceptional privilege
Made a gift to ,presented,2,Presented elegantly
One-room flat ,bedsit,3,Bedsitter
Hades ,hell,13,Hellish abode
Sale of goods ,retail,10,Retail items
Aqualung ,scuba,7,Scuba gear
Flightless birds,emus,9,"Ratite (a group of flightless birds that includes ostriches, emus, and rheas)"
Fifth of November ,bonfire night,1,Bonfire Night (in the UK)
