CLUE,ANS,POS,FOUND IN
Set down in writing ,record,4,Recorded
Lingerie item -- fielding position ,slip,4,Slip - First baseman 
Put a new product on the market,launch,1,Launching
View ,look,15,Outlook
Black leopard ,panther,1,Panthera pardus melas
"Skill, cunning ",craft,8,Craftiness
Food flavourings from Pisces ,spices,7,Sardine Paste Spreadable - A pungent spread containing mashed sardines often flavored with herbs and spices.
Analgesic drug ,codeine,17,Codeine  
Bird kept for eggs and meat ,fowl,6,Guineafowl
Highly improper ,scandalous,13,Scandalous  
Air born (anag) - blunt instrument,iron bar,7,"Iron barn - Close but still missing the mark; while it involves iron (a material used in tools), it doesn’t quite fit as a 'blunt instrument.'"
Former institute of correction for youngsters,borstal,9,Borstal institute
Metal fixing pin ,rivet,6,Rivets
Wicked giant ,ogre,2,Ogre-like
