CLUE,ANS,POS,FOUND IN
Trendy body joint? ,hip,2,Hip swivel
Make better ,improve,2,**Provide context**: Adding some context can greatly improve the quality of your list
Very famous person ,legend,2,Legendary
Disease inflaming the big toe ,gout,2,Gouty
Monetary unit ,dollar,1,Dollar ($)
Peculiarity of phrase in a language ,idiom,7,"Idiomatic expressions: ""It's raining cats and dogs"""
Fight verbally ,spar,8,Verbally spar
Broad ,wide,1,Wide-ranging
Christian Creed adopted in 325 a.d. ,nicene,3,The Nicene Creed has since become a cornerstone of Christian doctrine and is still widely used today.
Chain of rocks underwater ,reef,3,Rock reef
Coral island ,atoll,4,Colorful atoll
Improve equipment or promote ,upgrade,2,Upgrade tools
