CLUE,ANS,POS,FOUND IN
"Cricket, table-tennis and baseball implement ",bat,1,Bats
Roe of sturgeon ,caviar,4,"Caviar (a type of fish eggs, specifically from the sturgeon)"
Paris stock exchange ,bourse,2,Bourse de Paris
Clap ,applaud,1,Applauding
"Brogue or loafer, perhaps ",shoe,1,Derby shoe
Devastate ,ravage,9,Ravage extensively
Subsequent ,next,3,Next in line
Not so tall ,shorter,4,Shorter than average
Woollies ,knitwear,18,Cabled knitwear (items commonly made with wool)
Not faint or feeble ,strong,2,Strong-willed
"Distinct, separate ",different,13,Different categories
A Hindu spiritual teacher ,guru,1,Guruji
Part of the week ,tuesday,6,Tuesday afternoon
Uppermost attachment of a vessel's rigging,topsail,16,Topsail yardars
(Of computer memory) able to be read in non-sequential order ,random access,1,Random Access Memory (RAM)
Alternative ,other,13,In lieu of another
Shrill cry of a shrike ,shriek,7,Discordant shriek
