CLUE,ANS,POS
Boat's trail in water ,wake,1
"Torn, split ",ripped,2
"Assignations, romantic meetings ",trysts,1
"Peril, risk ",danger,3
State of suspended business ,recess,2
Not sloping; apartment ,flat,1
Distribute cards ,deal,1
Window hangings ,curtains,1
Sovereign ,ruler,2
Light graceful swinging rhythm ,lilt,6
Drive back ,repel,7
Exclusion from the church ,excommunication,6
Line of rotation ,axis,1
Neither equilateral nor isosceles ,scalene,1
Thespians ,actors,1
Mum's mate,dad,1
"Allocate, a job say ",assign,2
Group of vehicles ,fleet,2
Corpses ,bodies,5
"Attentive, watchful ",alert,3
Officially allow ,permit,3
Brave ,intrepid,5
Animal's natural home ,habitat,1
