CLUE,ANS,POS,FOUND IN
Reciting the letters of a word ,spelling,20,Spelling bee
Use up,exhaust,3,Exhausted
Sieve ,strainer,4,"In baking terminology, related words might include: colander, strainer, mesh, or perforation."
Devout follower,disciple,1,Faithful disciple
Submarine missile,trident,3,Trident II D5
Team ,side,1,"Evelyn Witts, I would approach the clue ""Team"" with a linguistic perspective, considering both common colloquial usage and more obscure or technical meanings that might appear in crosswords:"
Shade of brown ,sepia,14,Sepia (historically associated with a brown pigment)
Wriggle as in embarrassment ,squirm,4,Squirming
Cricket honour in the fire ,ashes,2,Ashes (referring to The Ashes series between England and Australia)
Alehouse,tavern,1,"Historically known as a pub or tavern, these places were prevalent in medieval Europe and continue to exist today under various names"
Strongly want ,desire,18,"Desiree (archaic or poetic term for ""desirous"")"
"'Showing the way, out in front (7)' ",leading,11,Vanguard (a group of people leading the way in new developments or ideas)
Tangible - of touch ,tactile,3,Tactile evidence
Supplication ,request,7,Prayerful request
Parade ,march,1,Marching event
