CLUE,ANS,POS
Small tower on a castle ,turret,1
Marsupial ,wallaby,2
Region of South America ,patagonia,6
Woven container ,basket,1
Something owed,debt,1
Easy gallop,canter,2
Branch of knowledge ,science,1
Foe ,enemy,2
Data manipulation program ,spreadsheet,1
Young geese,goslings,1
Clean and tidy ,spick-and-span,1
"Bend, distort ",twist,1
"In yoga, a centre of spiritual power in the body ",chakra,1
Make longer ,extend,1
Absence of sound ,silence,1
Chocolate substitute ,carob,1
Occasion ,event,12
Series of eight notes in music ,octave,1
