CLUE,ANS,OUTPUT
Cut - bargain ,snip,"['Discounted price', 'Bargained-for value', 'Deal on the table', 'Savings achieved', 'Reduced cost', 'Affordable discount', 'Budget-friendly purchase', 'Thrifty bargain', 'Economical deal', 'Value for money', 'Price breakdown', 'Negotiated rate', 'Incentive package', 'Sale price reduction', 'Discounted merchandise', 'Savings opportunity', 'Bargaining success', 'Cost-effective transaction', 'Economical concession']"
Hair dye ,henna,"['Colored strands', 'Dyed tresses', 'Tinted locks', 'Pigmented hair', 'Stained mane', 'Treated follicles', 'Altered shafts', 'Hued strands', 'Transformed strands', 'Colored hair', 'Chemically altered tresses', 'Processed hair', 'Hair with added pigmentation', 'Covered hair', 'Changed hair color', 'Transformed scalp', 'Shielded strands (as in sun protection, indirectly related to hair dye)', 'Pigment-treated locks', 'Artificially colored mane']"
Ring it for access ,doorbell,"['Call customer service hotline', 'Dial reservation number', 'Reach out via telephone', 'Ring central office', 'Contact main support line', 'Make an appointment over the phone', 'Access through a phone call', 'Phone in request for service/access', 'Connect with customer representative by calling', 'Initiate access using voice communication', 'Speak to operator for entry', 'Call gate attendant for entrance', 'Ring bell for assistance', 'Dial code or number for remote control', 'Activation through a phone call', 'Access granted after verbal confirmation', 'Phone-in request for facility access', 'Use telephone as key to entry', 'Communicate via audio connection for admission', 'Initiate access protocol by calling specific number']"
Operatic lady ,norma,"['Melodramatic soprano', 'Opera diva', 'Diva donna', 'Aria-singing vocalist', 'Prima donna', 'Encore queen', 'Vocal virtuoso', 'Theatrical singer', 'Operetta oeuvre icon', 'Lyric soprano (specialization in dramatic roles)', 'Classical stage starlet', 'Emotionally expressive performer', 'Vibrato-rich voice', 'Opera house regular', 'Singing sensation', 'Theatrical thespian with operatic talents', 'Melodic powerhouse', 'High C specialist (for sopranos)', 'Dramatic vocal presence', 'Master of ceremonies in the opera house']"
Laughable ,preposterous,"['Comical', 'Amusingly ridiculous', 'Funny', 'Humorous', 'Farcical', 'Mock-serious', 'Jestingly absurd', 'Farcically exaggerated', 'Slapstick', 'Pretentiously ludicrous', 'Lightheartedly ludicrous', 'Trivial and laughable', 'Effortlessly ridiculous', 'Unbelievably humorous', 'Hilariously absurd', 'Delightfully comedic', 'Laugh-inducing (due to its inherent silliness)', 'Extravagantly foolish', 'Light-hearted and laughable', 'Frivolously humorous']"
Look after ,nurse,"['Guardianship', 'Supervision', 'Custodial responsibility', 'Caregiver', 'Nurturing', 'Overseeing', 'Child-rearing', 'Protective guardian', 'Welfare supervision', 'Parental care', 'Watchful support', 'Safekeeping', 'Sustenance management', 'Attentive oversight', 'Family-centric vigilance', 'Personal welfare maintenance', 'Holistic wellbeayer', 'Nurturing circle (if referring to a community or support group)', 'Child development supervision', 'Responsible guardianship']"
Covering to protect the back of a chair from hair oils,antimacassar,"['Cushion guard', 'Chair protector', 'Furniture shield', 'Oil-repellent pad', 'Back cover', 'Upholstery defender', 'Hairspray blocker', 'Slipcover for chair back', 'Fabric barrier (specific to chair)', 'Chair arm protector', 'Lint roller sleeve', 'Chainmail fabric lining', 'Spill-resistant cover', 'Backrest shield', 'Hair oil absorber', 'Padded back panel', 'Protective tape (self-adhesive)', 'Chair guardian hood', 'Furniture liner (specific to chair)', 'Upholstery guard sleeve', 'Stately oak', 'Weathered sequoia', 'Time-tested cedar', 'Old giant redwood', 'Seasoned ash', 'Venerable elm', 'Centuries-old willow', 'Elderly beech', 'Legendary pine', 'Heritage chestnut', 'Historical sycamore', 'Antiquated hickory', 'Primordial cypress', 'Venerable birch', 'Ancient acacia', 'Grandfather fig (in some contexts)', 'Time-worn yew', 'Bygone olive tree', 'Rugged sequoia', 'Primeval maple']"
"Max --, German composer ",reger,"['Brahms', 'Bach', 'Beethoven', 'Mozart', 'Liszt', 'Schubert', 'Haydn', 'Mahler', 'Handel (Born in Halle but moved to London)', 'Mendelssohn', 'Strauss (While not exclusively German as he spent much of his career abroad, Richard Strauss is an iconic figure in classical music)', 'Wagner (Born in Leipzig but later moved to Germany; despite some controversy due to nationalism)', ""Schumann (Although born in Zwickau and not entirely a German composer, Robert Schumann's works are deeply influenced by the German culture and language he immersed himself in during his life)"", 'Bach (He was born in Eisenach, Germany, which makes him an integral part of German musical heritage despite being associated with various other regions throughout his career)', 'Franck (Henri Duparc, who composed primarily French but had significant influence on German music and is known for pieces like ""Psyché"" that incorporate German orchestral elements)', ""Dvorak (Bedrich Smetana's work was inspired by the folklore of his native Bohemia, now part of the Czech Republic, but he contributed to Germany’s musical culture as well)""]"
Common currency ,euros,"['Widespread use', 'Universal acceptance', 'Mainstream circulation', 'Ubiquitous medium of exchange', 'Popularly adopted', 'Broadly utilized', 'Commonly employed', 'Regularly exchanged', 'Common denominator', 'Most frequently used currency', 'General acceptance rate', 'Typical means of payment', 'Widely recognized unit of account', 'Frequently accepted medium', 'Prevalent monetary tool', 'Standardized form of payment', 'Normative circulating currency', 'Predominant currency', 'General-use money', 'Commonly held exchange instrument']"
Jupiter (god) ,jove,"['Zeus (Latinized form of the Greek name for Zeus, the chief deity in classical mythology representing the sky and thunder)', 'Sky father (descriptive phrase referencing his domain as the god of the heavens)', 'King of gods (His title emphasizing his supreme authority among other divine beings)', ""Thunderbolt wielder (Highlighting one of Zeus's primary symbols, the thunderbolt he used to enforce his will)"", 'Sky and storm bringer (Describing Zeus as a deity who could command weather phenomena)', 'Divine ruler (Referring to his status overseeing both mortals and immortals)', 'God of Olympus (Mentioning the central sanctuary where he was worshiped along with other gods)', 'Patron of heroes (Zeus as a protector or benefactor for various heroes in myths)', 'Supreme deity (A general term underlining his position atop Mount Olympus and beyond)', ""Father to Athena (Referring to one of Zeus's direct offspring, who was also a central figure in Greek mythology)"", 'Remember to consider various areas within theoretical physics and include appropriate synonyms, related concepts, and associated particles.']"
