CLUE,ANS,POS,FOUND IN
Actual; coin ,real,9,Real currency
Enlarge (anag.) ,general,8,Genral (archaic spelling for general)
Circular ,round,17,Rotation (the action of rotating around an axis or center)
Lady Hamilton's admiral lover ,nelson,1,"However, in popular culture (and likely the intended crossword clue), it's Horatio Nelson who is famously connected romantically to Lady Emma Hamilton."
A monarch's spouse ,consort,1,"Queen consort (widow, wife or divorced wife of a king)"
Breed of horse ,arab,1,Arabian
"Franz ....., Czech author of 'The Trial' ",kafka,1,Kafkaesque (adjective form referencing the style or thematic elements related to Franz Kafka)
Spring back ,bounce,6,Bounce-back
Of the skin ,dermal,2,Epidermal layer
Raised crease ,ridge,15,"Moraines (glacial term for ridges formed by debris; less commonly used directly as ""crease"")"
