CLUE,ANS,POS,FOUND IN
One bringing in goods to country ,importer,19,Importer and exporter (dual role)
Group of elements functioning as whole ,system,1,Ecosystem
Jolliest ,merriest,3,Merriest individual
Holds dear or regards highly ,values,3,Values greatly
Dull ,grey,20,Grey and unadventurous
Amount left over ,excess,3,Excess amount
12am ,midnight,1,Midnight hour
Ship's load ,cargo,1,Cargo hold
Warplane ,fighter,2,"Fighter jet: a high-speed, agile plane used in aerial warfare"
Position affording a good view ,vantage point,2,Expansive vantage point
Combat ,war,3,Warrior
Biblical 'you' ,thou,1,Thou art
"Precise detail; small, trivial matter",minutia,11,Precise minutiae
Type of water lily ,lotus,1,"Lotus - A symbolic, widely known species with deep cultural significance in several Asian countries."
"Distinguish, make out ",discern,2,Discern: Recognize and perceive underlying qualities or meanings that may not be immediately obvious.
"Rescue (of) ship, etc",salvage,2,Salvage - To rescue a vessel from impending danger at sea.
De-sex ,neuter,1,"Neutered: referring to animals that have been spayed or neutered, which is a surgical process involving the removal of reproductive organs."
Administrative body ,council,19,Management council
Alone and unaided ,independently,7,"Autonomous: able to function independently, self-governed and undirected by others"
"Leonhard --, C18 Swiss mathematician ",euler,8,Mathematician (Leonhard Euler)
Everywhere ,far and wide,10,Far and wide: Extending over a great distance in every direction.
Prefix denoting life ,bio,1,Bio-
Corrode,eat,12,Metal-eating process (oxidation)
To do with or like horses ,equine,4,Equine-related
