CLUE,ANS,POS
Raise ,rear,8
Woven or knitted cloth,fabric,1
Ancient Mexican ,aztec,1
Group working together ,team,1
Slangy adjective for harking back to the past ,retro,1
Steam bath ,sauna,1
Leaf of a conifer ,needle,1
Coxswain ,helmsman,1
"Tedium, ennui ",boredom,1
Strange ,odd,3
Royal seat ,throne,1
Piece of writing ,essay,3
White ant ,termite,1
Having no beginning or end ,infinite,1
Permanent ,enduring,2
George or George W. ,bush,1
Spout for discharging fluid ,nozzle,2
Wood ,timber,1
Works for small orchestra ,chamber music,5
Plan,blueprint,2
Overdue,late,1
Domestic animal ,cat,2
Swindle ,con,6
