CLUE,ANS,POS
"Wiped out, deleted ",erased,1
Taut ,tight,1
Capital of the Balearic Islands,palma,1
Reverberate ,echo,1
"Asian country, capital and mega-port ",singapore,10
Troubles ,difficulties,4
Inventors' protections ,patents,1
"Catastrophe, tragedy ",disaster,2
European principality,liechtenstein,2
Jerk of a gun when it's fired ,recoil,2
Large unit of old Roman army ,legion,1
Happening ,event,1
Pigs' feet,trotters,2
Ship's steering apparatus ,rudder,3
Painful heart condition ,angina,1
Film,movie,2
Owns up or grants entrance to ,admits,1
