CLUE,ANS,POS,FOUND IN
Friendly ,affable,3,Affable - easy to approach or talk to; cordial
Letters denoting holder of university doctorate ,phd,1,PhD (Doctor of Philosophy)
Venerate ,respect,2,Show great respect and admiration for someone or something: ___
Near the kidneys,adrenal,1,Adrenal glands
Influence someone deviously ,manipulate,1,Manipulate subtly
Nuclear weapon,atomic bomb,2,A-bomb (abbreviation for atom or atomic bombs)
Exercise by repeated practice -- bore ,drill,3,Persistent drilling
"Cogito, ergo sum man ",descartes,2,Descartes' declaration of being
Praise insincerely ,flatter,1,Flattery
Seat ,chair,1,Chairperson
