CLUE,ANS,POS,FOUND IN
At high speed ,fast,14,Fastidious (in the sense of meticulous attention to speed in a task)
Bursary ,grant,3,Educational grant
Exclamation from Archimedes ,eureka,1,Eureka!
Stretch ,extend,1,Extended
Contentious point ,issue,1,Disputed issue
Sealed so as to be airtight,hermetic,13,Pouch sealed hermetically
Settle ,solve,1,Resolve
Disband troops ,demob,4,Demobilize
Flower of forgetfulness,poppy,17,Poppy (known for its sleep-inducing properties which can affect recall)
Said or did again ,iterated,1,Reiterated
"Annul, revoke ",repeal,3,Repealed
Ability to act ,power,2,Empowered
Left out ,omitted,6,Omitted from group
Took to be the case ,assumed,9,Assumed to be accurate
Ship ,liner,4,Cruise liner
Changing direction ,turning,6,Turning around
