CLUE,ANS,POS
Wintry ,brumal,11
Grossly overweight ,obese,1
"In music, below the correct pitch ",flat,1
Thick black product of the distillation of solid fuel ,coal tar,1
Ancient vehicle ,chariot,1
Golf ball support,tee,1
Journey by water or through space ,voyage,1
"Burning, corrosive ",caustic,2
Very hot and dry ,torrid,4
Ballroom dance,waltz,1
Region of NE France bordering on English channel ,normandy,1
Christmas ,noel,8
"The ""single currency""",euro,1
Thieving intruder ,burglar,1
Birdsong ,tweet,5
Novel by Louisa May Alcott ,little women,1
Public speaker ,orator,1
