CLUE,ANS,POS,FOUND IN
Social insect ,ant,1,Ant colony
"Levy, inflict ",impose,1,Imposed
(Make a) deceptive move,feint,2,Feint: A false appearance of weakness or vulnerability designed to deceive opponents in strategy games or tactics.
Boast ,brag,1,Braggart: someone who boasts or brags excessively about their achievements.
Wartime safety device ,gas mask,1,"Gas mask: A protective mask designed to filter out harmful gases, chemicals, and particulates from the air during wartime."
Of scientists involved in legal investigations,forensic,1,Forensic Expert
Small bird; architect ,wren,4,Wren: Often cited for its intricate nest-building skills that demonstrate attention to detail akin to architectural craftsmanship.
Sports and pastimes ,games,18,"Penelope Wordsmith, an expert linguist and cognitive scientist with a passion for word games"
Shelter (for ships),haven,8,Nautical haven
Lion/man ,sphinx,6,Sphinx-like figure (inspired by the Greek mythological creature with human head and lion's body)
Ball game ,tennis,15,"Court sports (e.g., tennis, squash)"
Eye problems causing blurred vision ,cataracts,5,Cataracts: A clouding of the eye's natural lens that impairs vision and may cause overall blurriness if untreated.
Scope for freedom of action ,latitude,9,Broad latitude: A wide range of options available when making choices or decisions.
Large deer ,caribou,5,"Reindeer (Caribou): Large, hardy deer species commonly found throughout northern regions across Europe, Asia, and North America."
Concave - sunken ,hollow,1,"Depressed or hollow area: This term directly reflects the physical characteristic of concave surfaces, which are indented or depressed areas that can represent a metaphorical 'sunken' state in various contexts."
