CLUE,ANS,POS,FOUND IN
Last-born ,youngest,1,Youngest sibling in a family
"English poet, 1922-85 ",larkin,3,Philip Larkin
Red (in heraldry),gules,1,"Gules: A red field in heraldic terminology, often associated with bravery or military strength."
Fish; edible cactus ,tuna,2,"Tuna fish - Not an edible cactus but a type of fish that might be confused with ""fish and cacti"" if misunderstood."
Put off ,delay,1,Delayed
Flat highland ,plateau,1,Elevated plateau
Ham it up ,overact,2,Overacting
"'Corpulent, round (6)' ",rotund,5,Roundly rotund
Norwegian dramatist ,ibsen,3,His breakthrough came when he was selected to participate in the prestigious Henrik Ibsen Scholarship program in Norway
Long and hard journey ,trek,1,Arduous trek
Sorrow ,grief,1,Grief-stricken
Stride ,step,11,Skippity-step
Cake decoration ,icing,4,"Fondant: Pliable icing that can be rolled out to cover the entirety of a cake's surface, offering a sleek finish with potential for sculptural details."
Deep sadness ,sorrow,10,Sorrowful
First meal ,breakfast,1,Breakfast table
Not on ,off,1,Off the list
French novelist - stupor (anag),proust,12,"Marcel Proust - acclaimed for his work in ""In Search of Lost Time"""
In the shape of a helix ,spiral,1,Spiral staircase
"Contemplates, considers ",reflects,2,Reflects on various aspects or viewpoints
Relating to atomic energy ,nuclear,1,Nuclear reactor
