CLUE,ANS,POS
Died by submersion ,drowned,1
Border or leeway ,margin,1
Automaton resembling a human,android,1
Money lodged to secure release pending trial ,bail,1
Deep-throated cry,roar,2
Correct ,proper,4
Glue ,adhesive,1
Carry out ,execute,1
In an impartial way,evenly,17
Item of make-up ,lipstick,1
God ,deity,1
Get to one's feet ,arise,6
"Obstinate, unwilling to yield ",stubborn,4
Chant ,sing,1
Shaped like a ring ,circular,1
Refer (to indirectly) ,allude,1
Tetanus ,lockjaw,1
Annulment ,cancellation,2
Total failure; fall heavily ,flop,2
Mouth-organ ,harmonica,1
Secret police of the former German Democratic Republic,stasi,2
Central part ,core,2
Broadcast ,transmit,2
Prophesy ,foretell,1
Therefore ,thus,2
Fast-running African bird ,ostrich,1
Guardian ,keeper,7
"Competent, fit ",able,1
"Dry and mocking, or bent out of shape ",wry,1
