CLUE,ANS,POS,FOUND IN
Penniless ,destitute,3,Financially destitute
Untidy state ,mess,2,Messy
(Fiery) Hell,inferno,1,Inferno-like terrain
Walking in water ,paddling,5,Paddling gently across pond
Particle ,atom,1,Subatomic
Heavy downpour ,rainstorm,11,Rainstorm (implying heavy rainfall)
No longer alive ,dead,12,Deadly silent (metaphorically indicating absence of voice or life)
Trembling poplar ,aspen,2,Quaking aspen
''Old soldiers ..... ...'' ,never die,1,Old soldiers never die; they just fade away slowly
Sweet blackcurrant liqueur ,cassis,10,Crème de Cassis (French black currant liqueur)
Sincere; eager ,earnest,10,With earnest desire
Inferred,deduced,9,Deduced logically from given facts
Crack ,split,3,Fissure or split
A Mexican river ,rio,1,Rio Grande
Silver medal position,second,4,Close second
Between black and white ,grey,5,Greyscale
