CLUE,ANS,POS
"Keepsake, souvenir ",memento,2
Flower ,bloom,1
Arm joint,elbow,1
Naked ,nude,9
Imperial weight ,ounce,5
Kingsley Amis novel ,lucky jim,1
Disease inflaming the big toe ,gout,1
Monetary unit ,dollar,3
Child's toy on a string ,yo-yo,10
Shielded ,sheltered,9
Ladies' hosiery,tights,2
Hotchpotch ,mishmash,1
Fight ,battle,7
Christian Creed adopted in 325 a.d. ,nicene,1
Not sacred ,secular,2
Coral island ,atoll,2
Improve equipment or promote ,upgrade,1
Pilgrim Fathers' ship ,mayflower,1
Ethiopian capital ,addis ababa,1
Patch up or renovate ,revamp,4
Like no other ,unique,1
Latticework to support plants ,trellis,1
Relating to love ,romantic,2
Insanity ,madness,6
Percussion instrument ,marimba,2
Tree trained to grow against wall,espalier,1
Dairy product ,cheese,2
"Flourish, do well ",prosper,1
West African republic,niger,12
Head of abbey ,abbot,1
Material for pottery ,clay,1
Large ocean fish ,marlin,6
Snare; carriage ,trap,3
