CLUE,ANS,POS
Picture dyed into the skin ,tattoo,1
Ravine ,canyon,1
Very light gas ,helium,5
Cab ,taxi,1
Conference participant ,attendee,3
Select ,pick,7
Small ingenious device ,gadget,1
"Ballroom dance, originally from Germany",waltz,1
Constantly changing ,dynamic,5
Country and porcelain ,china,1
Don't take the rubbish ,refuse,5
Winter sport where stones are slid towards a target,curling,2
"Roman Emperor, d. 117",trajan,2
The Garden of Eden ,paradise,1
Family relative ,nephew,14
Oneness,unity,1
