CLUE,ANS,POS
Supporter ,ally,7
Knight's title,sir,1
"Accede, acquiesce ",assent,4
Projectile from bow ,arrow,1
Bream (anag.) ,amber,1
Arrive at ,reach,1
Gets better or gets back ,recovers,4
"Grant, confer ",award,1
Continuous record of events in order of time ,chronicle,14
Tool for cutting grass with blade on long pole ,scythe,2
Culmination,climax,4
Column,pillar,1
Stew-dish ,casserole,1
Goddess of retribution ,nemesis,1
Military encirclement ,siege,1
One who weeps easily without good cause ,crybaby,5
Exoneration ,acquittal,1
Physician (informal) ,medic,7
Tropical fruit ,mango,1
Book by Defoe,moll flanders,2
Wrap; pupa's protection ,cocoon,2
