CLUE,ANS,POS
Clamorous ,noisy,1
A long arduous march ,trek,2
Disagree heatedly ,argue,1
Light volcanic rock ,pumice,3
Stale; fungus-covered ,mouldy,1
Inhabitant of a city ,citizen,3
Agreement ,harmony,18
Draught of medicine ,potion,5
Underground passage ,tunnel,1
Plenteous ,ample,8
"Chain, shackle ",fetter,4
Militant proponent,zealot,15
Large army guns ,artillery,3
"Hot and bothered, rattled",flustered,15
Memo ,note,1
Revealed; spread out ,unfolded,2
Sameness ,monotony,4
Church residence ,vicarage,4
Portuguese Atlantic isles ,azores,1
