CLUE,ANS,POS
"Reassurance, cheer ",encouragement,6
Actual ,real,1
Principal actor in a film ,star,3
Melancholy ,blue,10
Soon: in an abbreviated manner,shortly,8
Element in diamonds ,carbon,1
Cultivated grass,lawn,1
Specialist in diseases of women ,gynaecologist,1
Peak,apex,2
Steal the strangely fit people ,athletes,1
"Curt, terse ",laconic,3
Rod used for punishment ,cane,8
River of western Scotland ,clyde,3
Unit of data ,byte,1
Small whirlpools ,eddies,1
Ten year period ,decade,1
Arrive at ,reach,2
