CLUE,ANS,POS,FOUND IN
Go back on a promise ,renege,3,Reneged agreement
Close-fitting top of a dress ,bodice,16,Cutout detail on a bodice
Succulent plant,cactus,11,Christmas Cactus (Schlumbergera bridgesii)
Good poker hand ,straight,2,Royal Flush (the highest possible straight flush)
Venomous language and an acid ,vitriol,7,Vitriolic
"Bloomer, blunder ",error,8,Cultivation error
Frozen rain ,hail,4,Hailstones - Balls or irregular lumps of ice that are produced by thundersteinshowers.
Digit ,toe,1,"If you could provide additional clues or specify what aspect of 'digit' you are interested in exploring (e.g., numerical digits, fingers and toes), I can certainly help you craft relevant words or phrases related to the concept."
Daub ,paint,1,Paint over
Terminate in den ,end,1,End game
Paris stock exchange ,bourse,2,Bourse de Paris
South American rodent,agouti,3,Agouti 
