CLUE,ANS,POS,FOUND IN
Stingy hoarder ,miser,3,Miserly
Thin and metallic in sound ,tinny,12,Tinny sounding
Fit out ,equip,3,Fully equipped
Christian body noted for social work and bands ,salvation,1,"Salvation Army: A well-known Christian denomination founded on the principles of charity, faith, and love, which is renowned for its extensive social service programs worldwide; also famous for their distinctive red khaki uniforms."
Young swan ,cygnet,1,"Cygnet (young swan, specifically a young mute swan)"
Hitchcock's speciality ,suspense,1,Suspense-driven storytelling
"Solicitor, for example ",lawyer,3,Lawyer in court
One eighth of a gallon ,pint,10,"Dry pint (not exact, but related to volume measurements)"
Retain ,keep,7,Keeping a reserve until needed
"Speak indistinctly, as a drunk might ",slur,2,Slurred speech
Of cattle ,bovine,1,Bovine family
Wholly engrossed ,absorbed,1,Completely absorbed
Of little weight ,light,1,Lightweight
Small water swirls ,eddies,3,Gentle eddies
Commercial vehicle ,van,17,Gillig Advantage Plus (a U.S.-made school bus that has commercial use as well).
Bacterium causing sore throats etc ,streptococcus,1,"Streptococcus pyogenes: The primary bacterial culprit behind strep throat, characterized by a severe sore throat and white patches on the tonsils."
