CLUE,ANS,POS
Able to move ,mobile,1
Roman goddess of love ,venus,1
Sunrise ,dawn,1
Showing keen intelligence,sharp-witted,2
Make a copy or procreate ,reproduce,3
Line that intercepts a curve ,secant,3
People of the Netherlands ,dutch,1
Hawaiian rain dance ,hula,1
Distinguished conductor,maestro,1
Characteristic pattern of symptoms ,syndrome,8
Frodo's sometime guide ,gollum,4
Aspiration ,ambition,2
Ripped off ,overcharged,16
Scorn ,disdain,1
Discussion group ,panel,2
Admonish ,warn,13
Building ,edifice,5
Conclusion ,ending,10
Jubilant ,ecstatic,2
Wee ,tiny,2
Cunning ,sly,3
Hoofed animal ,deer,6
Peacefulness ,tranquility,2
Cask stopper ,bung,7
Capital of Bulgaria ,sofia,1
Flashlight ,torch,2
Saviour ,rescuer,2
Bet ,wager,1
Relatives by marriage ,in-laws,1
Nebraska city,omaha,1
Feel sorry for ,pity,7
