CLUE,ANS,POS,FOUND IN
Cold season ,winter,1,Wintery
Landed property ,estate,1,Real estate parcel
Dull sound of a bell,clang,8,"Faint, muffled clang"
Sheep meat ,mutton,2,Mutton (when referring to older sheep)
Withdraw ,pull out,2,Pull out or back
Shore ,coast,1,Coastal edge
'It takes ? to tango' ,two,1,Two years
Illuminate ,light,1,Enlighten
Get ready ,prepare,2,Prepped and prepared
Upper chamber of Parliament ,house of lords,4,House of Lords (in the UK's former system)
Light-sensitive membrane in the eye ,retina,4,Retinal photopigments
Nethermost ,lowest,2,Lowest level or depth
Carved or cast figure ,statue,2,Statuette
Air bridge over to the military officer ,brigadier,17,Brigadier's bridge to military affairs (metamorphosis)
Countryside walker,rambler,11,Rural rambler
Vivid long-tailed bird of the Americas,quetzal,4,Longspurled Quetzalcockatoo
Public sale - type of bridge,auction,3,Municipal Bridge: Public infrastructure projects like bridges may sometimes be put up for auction by the local government as part of asset liquidation or financial restructuring efforts.
