CLUE,ANS,POS,FOUND IN
One who believes there is no god,atheist,1,Atheist - An individual who denies or disbelieves in the existence of a deity.
Remains of tree - puzzle ,stump,2,Tree Stump
Bird kept for eggs and meat ,fowl,8,Guinea Fowl
"Sea-god, son of Poseidon ",triton,1,"Triton - A merman or sea god in Greek and Roman mythology, known as the divine messenger of Poseidon and often depicted with his trident."
Shut ,closed,1,"Close - To shut by moving something into a closed position, like closing a door or window."
Backpacking ,trekking,2,Hiking boots - Footwear designed for hiking and trekking on uneven terrain while backpacking.
Give satisfaction ,please,12,Pleased
Technical kit ,apparatus,8,"Laboratory Equipment Box - A container holding various scientific apparatus used in labs, like beakers, test tubes, and microscopes."
Oration,speech,2,"Rhetoric - The art of effective or persuasive speaking or writing, especially the use of figures of speech and other compositional techniques."
Reinstate ,restore,1,Restore - To bring back to its original condition or position
