CLUE,ANS,POS
Penniless ,destitute,5
Eggs ,ova,1
Untidy state ,mess,1
God of the underworld,pluto,1
"W.M. -, Eng. novelist ",thackeray,2
(Fiery) Hell,inferno,1
Walking in water ,paddling,3
Particle ,atom,1
Branch of mathematics ,trigonometry,4
German airship,zeppelin,1
Riddle ,conundrum,4
Not amusing ,unfunny,3
No longer alive ,dead,2
Adieu ,goodbye,2
Geometrical solid,cube,3
Dutch painter renowned for his use of light ,vermeer,1
Trembling poplar ,aspen,1
Sweet blackcurrant liqueur ,cassis,4
Huge,massive,2
Sermon ,homily,1
Carry on where one left off,resume,3
Inferred,deduced,3
List of property ,inventory,1
Crack ,split,3
Simple song ,ditty,1
Moving about ,roaming,11
Silver medal position,second,1
Explode ,blow up,6
