CLUE,ANS,POS
Pigment from the cuttlefish,sepia,2
Row; level ,tier,3
Move; garment ,shift,1
Spray can ,aerosol,1
'West Side Story' heroine ,maria,1
Unit of resistance ,ohm,1
Female red deer,hind,1
Question ,query,2
A small quarrel ,spat,12
Red gemstone,garnet,2
Sample ,specimen,1
Collision ,impact,1
"Connecting, putting together ",linking,5
Scandinavian country ,sweden,2
Hazard ,peril,1
Place of execution ,gallows,1
Of wolves ,lupine,1
Fatigued ,tired,3
Flightless bird,emu,2
Buyer of goods,consumer,1
Weather conditions ,climate,1
Festivity ,gala,3
