CLUE,ANS,POS,FOUND IN
Triangle with two sides of equal length ,isosceles,1,Isosceles triangle
Once more ,again,1,Against all odds
Contort ,twist,1,Twisted
Diminutive animal doctor ,vet,1,Veterinarian
Exclamation of pain - that hurt! ,ouch,1,Ouch!
Sign up ,enrol,1,Enroll
Of the moon ,lunar,1,Lunar surface
Rotary energy converter,turbine,1,Turbine generator
Continuous,unbroken,14,Unbroken chain
Relating to the kidneys ,renal,1,Renal artery
Enfold ,wrap,1,Wrapped up
Additional strengthening dose ,booster,3,Nutrient booster
