CLUE,ANS,POS,FOUND IN
Cover for a gramophone record ,sleeve,1,Vinyl sleeve
Appends ,adds,1,Adds on
Take part in contest,compete,9,Compete with others
Objectives ,aims,5,Achievable aims
Cricket practice ,net,4,Net sessions
Of the brain ,cerebral,14,Cerebral cortex
Care about the piece of land ,acre,20,Sanctify (regard as sacred or holy)
American region of religious fundamentalism ,bible belt,1,The Bible Belt
Balkan country,macedonia,6,Macedonia (also known as the Republic of North Macedonia)
Carry and throw into ecstasy. ,transport,4,Captivate and transport
Very strong wind ,gale,1,Gale-force
