CLUE,ANS,POS,FOUND IN
"Thyme, for example",herb,1,Herbaceous plant with aromatic leaves used in cooking
"Cunning, deceit ",guile,18,"Guileful (from ""guile,"" meaning cunning or slyness)"
Occurring after an armed conflict ,post-war,1,Post-war period
Family,kin,1,Kinfolk
Place of worship ,chapel,18,Chapel (smaller place of worship)
Principal actor in a film ,star,1,A-list star
Tedious task ,chore,1,Arduous chore
Melancholy ,blue,6,Blue feelings
Soon: in an abbreviated manner,shortly,9,Shortly (as an adverb)
Cultivated grass,lawn,2,Richly nourished lawn
Specialist in diseases of women ,gynaecologist,16,"Gynaecologist Oncologist: A medical doctor specializing in the treatment of gynecologic cancers like ovarian, cervical, and endometrial cancer using a multidisciplinary approach including surgery, chemotherapy, radiation therapy, and targeted treatments."
"Of soldier, illegally absent - initially ",awol,8,Absent without leave (AWOL)
Major period of history ,epoch,1,"This epoch witnessed remarkable advancements across various domains such as art, science, literature, and philosophy, propelled by renewed interest in classical knowledge, innovative thinking, and humanistic ideals"
Littoral region ,coast,1,Coastal area or shoreline
"Curt, terse ",laconic,8,Laconic expression
A Christmas tree,holly,6,Arboreal holly
Small whirlpools ,eddies,1,Tiny eddies
Comfort ,ease,3,At ease
Ten year period ,decade,1,Decade-long span
Arrive at ,reach,1,Reach destination
Odds on horse at beginning of race,starting price,11,Starting price list
