CLUE,ANS,POS
Ill health,sickness,3
Purse worn with kilt ,sporran,1
Letters denoting holder of university doctorate ,phd,1
Venerate ,respect,2
Bustle; occupation ,activity,1
Near the kidneys,adrenal,8
Ugly and offensive sight ,eyesore,1
"Grassland; Georgia river, port ",savannah,1
Take possession of house - again ,reoccupy,2
Influence someone deviously ,manipulate,7
Creator of dance routines ,choreographer,1
Producing much ,prolific,6
Give way ,yield,1
Nuclear weapon,atomic bomb,1
Place to keep and exhibit objects of interest ,museum,1
Military operation to seal off (town) ,siege,1
Woodwind instrument,oboe,3
Inert gas ,xenon,7
Seat ,chair,2
