CLUE,ANS,POS,FOUND IN
Middle Eastern dessert ,baklava,1,"Baklava - A rich, buttery pastry made with layers of filo dough filled with chopped nuts and sweetened with syrup or honey."
"Clod, lump ",clump,4,Round clump
Book of maps ,atlas,2,Atlas series
Animal ,creature,17,Habitat for untamed creatures
Not at home ,away,1,Away from residence
Blunder ,err,2,Error
Stage setting ,scenery,10,Richly detailed scenery
Penetrate ,pierce,3,Pierce through
Inveterate ,habitual,1,Habitual or long-standing: habitually engaging in a particular activity
Sphere of activity ,domain,2,Domain of influence
"Gyrate, reel ",spin,1,Spinning
Image to which people are expected to conform,stereotype,1,Stereotype-driven appearance
Flower container,vase,9,Vase for flowers
Blame for a crime ,accuse,4,Accused
Female title; panto part ,dame,6,Dame Matilda - reflective of older female characters who offer wisdom or comedic relief within the storyline
Short time - magical incantation ,spell,3,Rapid spell
