CLUE,ANS,POS
Dessert ,sorbet,6
Small peach-like fruit ,apricot,3
"Detested, loathed ",abhorred,2
Type of menu ,a la carte,1
Do away with ,abolish,4
Greek epic wanderings of Ulysses ,odyssey,1
Tear into scraps ,shred,1
Sanskrit treatise on the art of love,kama sutra,1
Burial chamber ,tomb,2
"Wheedle, coax ",cajole,4
Composition drawn from various sources - maybe it's cheap ,pastiche,3
Myths ,legends,1
Gun ,firearm,2
Folded and filled tortilla ,taco,1
Rebirth in a new body ,reincarnation,3
Where things are in hock ,pawnshop,1
