CLUE,ANS,POS
Norwegian city ,oslo,2
Porous substance to absorb liquid ,sponge,2
Driver's violent anger ,road rage,2
"Flip, coin or pancake say ",toss,9
Greek tragedian ,aeschylus,4
Birthplace of Jesus,bethlehem,2
"Salves, emollients ",ointments,4
A synthetic fabric ,nylon,2
Radio identification ,call sign,2
"Length of time, or a full stop ",period,3
"Pillager, plunderer ",raider,43
Handsome young man of Greek mythology ,apollo,2
First tsar of Russia,ivan,2
Men who are mighty in battle ,warriors,2
Abnormal body sac containing fluid ,cyst,2
