CLUE,ANS,POS
Dearth ,paucity,6
Mass of bubbles ,froth,2
At a later time ,afterward,4
Rubbish ,garbage,2
Small road,lane,1
Of dubious legality ,shady,1
Outside ,external,3
Lower extension of collar on jacket or coat ,lapel,1
Pity for a Biblical Book ,ruth,5
Pencil/cigarette remnant ,stub,10
Imperial capacity measure,pint,2
Chinese martial art ,kung fu,1
Prevaricating ,evasive,7
Constituent of brass ,zinc,2
The peninsula containing Spain and Portugal ,iberia,2
Bushy-tailed rodent ,squirrel,1
State of wealth and prosperity ,opulence,15
A cutter and engraver of gems ,lapidary,1
Deep cut ,gash,1
One causing deliberate destruction ,saboteur,9
"Pal, buddy ",chum,1
Preserve made with citrus fruits ,marmalade,1
Fastener ,stud,13
Regard as likely to happen ,expect,2
