CLUE,ANS,POS,FOUND IN
Fashion designer ,couturier,16,"High-fashion trailblazer (also known as an ""haute couturier"" or ""haute couteur"")"
Hindu or Sikh teacher ,guru,1,Guruji
Grassy plains of South America ,pampas,1,"Pampas: Wide, fertile lowlands found in Argentina, Uruguay, and southern Brazil that are characterized by tall grasses and short trees."
Stone-like marble with layers of colours ,onyx,4,Layered onyx
Continuous dull pain ,ache,1,Persistent ache
Heights occupied by Israel ,golan,8,"Golan Heights: A strategic plateau north of Israel, captured from Syria in 1967, which has been annexed by Israel but is internationally unrecognized as such."
Nearer in space or time ,closer,1,Closer proximity
Solicit votes ,canvass,3,Campaign canvassing
National song ,anthem,1,Patriotic anthem
Intensive military attack ,blitz,3,Blitzkrieg-style operation
Climbing plant ,ivy,15,Ivy (common example of climbing plant)
