CLUE,ANS,POS,FOUND IN
Hindu or Sikh teacher ,guru,1,Guruji
Be of use to - wait on,serve,7,Supportive to servers (waiters)
Rough drawing ,sketch,1,"Penelope Wordsmith, I can offer insights into creating a rough sketch related to crossword clues:"
Violently destructive ,cataclysmic,4,Cataclysmic ruin
Superficial ,cosmetic,15,Cosmetic changes (when not addressing underlying issues)
Stone-like marble with layers of colours ,onyx,9,Rainbow-toned onyx column capital
Continuous dull pain ,ache,2,Persistent ache
Nearer in space or time ,closer,1,Closer proximity
National song ,anthem,1,Patriotic anthem
"Activate, wake up ",rouse,4,Roused
Intensive military attack ,blitz,1,Blitzkrieg
Followed orders ,obeyed,5,Strictly obeyed
Strip ,undress,11,Undressed
Dawn ,sunrise,3,Sunrise glow
Ring ,circle,8,Boundary of a circle
