CLUE,ANS,POS
Flowerless plants with feathery green leaves  ,ferns,1
Serious ,grave,1
Notable ,famous,8
Modifier of a noun ,adjective,1
Indian currency ,rupee,1
Medicinal extract in a solution of alcohol,tincture,1
Physical aggression ,violence,16
Sit Cyril down - he's a songwriter ,lyricist,2
Boast ,brag,1
Next to ,beside,2
"Eg, Riga natives ",latvians,2
Monetary unit in S Africa ,rand,1
The science of the earth's crust ,geology,1
Nethermost,lowest,2
Honest ,upright,17
Answerable ,liable,3
Germanic ,teutonic,1
"Anne ---, married Shakespeare ",hathaway,1
Period of time,era,3
"Follow-up film, book etc",sequel,1
Small pill or lozenge ,tablet,1
Embellish ,decorate,2
Improbable ,unlikely,1
Sound loudly ,blare,2
River at Bath ,avon,1
Distance from the surface to the bottom ,depth,1
Acid-tasting salad leaf ,sorrel,6
Frequented by a ghost ,haunted,1
