CLUE,ANS,POS,FOUND IN
Villain ,baddie,5,Baddie (colloquial)
Furthest or highest degree ,extreme,16,Famished (extremely hungry)
Gloss - refinement,polish,4,Polished appearance
Relating to a form of government with power shared between the centre and the regions ,federal,1,Federalism
"Tennis, football, shot ",volley,3,Spike (in volleyball; if allowed as an alternative sport within the clue context)
Low-lying wetlands ,fens,18,Fens and bogs interchangeably
Large crow ,raven,1,"Corvidae (family that includes crows, ravens, etc.)"
Theatrical ,dramatic,2,Dramatic or flamboyant (as often associated with theater)
Dungeon ,cell,1,Cellar
Local church community ,parish,2,Parishioners
Ocean (anag.) ,canoe,4,Canoe-son (a playful take on the word 'canoes' and 'son')
"Move first one way, then the other",zigzag,2,Zigzag (a pattern of lines going in different directions)
Rummage ,ferret,11,Ferreting out
Bitter substance from cinchona bark ,quinine,1,Quinine has been used historically as a treatment for malaria and can have a bitter taste
