CLUE,ANS,POS,FOUND IN
Second-hand ,used,2,Used goods
Royal mansion ,palace,1,Palace residence
Petty quarrel ,squabble,7,Flirty squabble (if playful but still petty)
More advanced in years ,older,11,Late bloomer (metaphorically relating to life's achievements despite being older)
Traditional ballad ,folk song,1,Old folk song
An informal toilet ,loo,7,Camping loo
Throw -- bitumen ,pitch,1,Pitch-black substance
It holds a ship in place ,anchor,1,Anchorage
Grasp - eggs - car pedal,clutch,3,Cracker clutching egg collector
German tank ,panzer,1,Panzerkampfwagen
Interrogate ,question,1,Questioning
