CLUE,ANS,POS
Living in trees ,arboreal,1
Plenty,ample,2
Assistance ,aid,1
Language widespread in East Africa ,swahili,1
Case for a sword ,scabbard,1
Harmful,noxious,3
Slender tower with balconies ,minaret,1
Rush - a job for life?,career,1
Mortuary ,morgue,2
Clean and orderly ,tidy,2
"Southern African kingdom, capital Mbabane ",swaziland,1
West African country ,ghana,5
Performer's skill,artistry,20
Plait of hair at back of head ,pigtail,2
Make uncomfortable,embarrass,2
They are absorbent ,sponges,2
Forsaken children,waifs,3
Pirates' flag ,jolly roger,1
Gifts ,presents,1
Brought back to original condition ,restored,1
Fall down ,tumble,2
Mount . . . . . . . . in USA has carved heads of presidents ,rushmore,2
River in central Italy ,arno,1
European bird ,yellowhammer,16
Proverbially gluttonous seabird ,cormorant,4
Determined attempt ,effort,1
Earth (Latin) ,terra,1
Comparable ,similar,1
Toothed wheel driven by a chain ,sprocket,1
Musical drama ,opera,1
Stalk; restrict (a flow) ,stem,5
Seat on horse or bike,saddle,1
Heavenly being ,angel,1
Chances ,odds,1
Very unkind,cruel,1
Miraculous food ,manna,1
