CLUE,ANS,POS,FOUND IN
"""Dutch"" tree",elm,1,"It is called ""Dutch"" because it was first bred in Holland to create a more disease-resistant variety than the native Ulmus glabra (Wych Elm)."
Surpass - overshadow - excel,outdo,1,"Surpass – To exceed or outdo (someone) in ability, achievement, or quality"
Baby frogs ,tadpoles,1,"Tadpoles (the larval stage of a frog, commonly known as baby frogs before they fully develop into adults)."
Of figures ,numerical,4,Numerical data
Of regions around the North Pole ,arctic,1,Arctic Circle
Spread; improvise (jazz) ,jam,4,Jamming
Chair of the monarch ,throne,8,Guardian of the Throne
Admission ,entry,1,Entryway
Sea between Italy and former Yugoslavia ,adriatic,1,Adriatic Sea
100 years ,century,1,Century mark
Acclaim ,praise,2,Praise (n.)
Seafood ,prawn,18,Prawns
Ornament with slightly raised pattern,emboss,2,Embossed
Immediate ,instant,2,Instantaneous
Short-long metric foot ,iamb,1,This type of foot is known as an iamb (iambic) when used within one pair
