CLUE,ANS,POS
Rabbit coop ,hutch,1
Soundless ,silent,1
Get off a horse,dismount,1
Blades of windmill or propellers ,vanes,8
Resident ,citizen,5
Magical being ,fairy,1
"Guest, caller ",visitor,1
Vigour ,energy,1
Morally right ,ethical,1
Take a chance ,risk,1
Ever ,always,1
Coterie ,clique,3
One of London's airports ,stansted,3
Organ of sight ,eye,1
"'Rut, groove (6)' ",furrow,5
Cook slowly ,stew,2
Structure in an apiary,beehive,2
Beatrix Potter character ,peter rabbit,1
Unruffled ,composed,4
"Motives, rounds ",reasons,1
Foolish talk ,twaddle,4
Builder's safety wear ,hard hat,1
Jealous emotion - deadly sin,envy,1
Baked dough ,pastry,4
Supplicate,pray,3
