CLUE,ANS,POS,FOUND IN
"Gas, O ",oxygen,10,Oxygenated product
Improved trend in business or fortune ,upturn,7,Economic upturn
Between Triassic and Cretaceous ,jurassic,7,Early Jurassic leading up to the Triassic/Cretaceous boundary
Room at the bottom ,basement,1,Basement dwelling
Tree trained to grow against wall,espalier,2,Espaliered
Male relative ,grandson,17,Great-great-grandson
Treat cruelly ,oppress,14,Oppressor
Ocean ,sea,3,Seaside
Snare; carriage ,trap,10,"Anchor (metaphorically, can represent being trapped)"
Having a common cultural tradition ,ethnic,9,Ethnicity-based tradition
