CLUE,ANS,POS
German submarine ,u-boat,1
Ben Hur's car ,chariot,1
Hallucinatory state of wild excitement,delirium,3
Pay no attention to ,ignore,1
Unsurprising,predictable,1
From the time that ,since,2
Unit of length ,inch,1
Ugly sight ,eyesore,3
Dentures ,false teeth,2
Of the same value ,equal,1
Book of the Bible (wrongly) attributed to Solomon ,song of songs,17
Ethylene glycol ,antifreeze,1
Zodiacal bull ,taurus,1
Italian city,florence,2
Yellow-green bird ,siskin,14
Member of orchestra,cellist,2
Grown-ups ,adults,1
Scientist; type of shop ,chemist,6
Dorset seaside resort ,swanage,4
