CLUE,ANS,POS,FOUND IN
Always on the move ,restless,6,Restlessly mobile
Persuades with pleasant offer ,entices,9,Entices with enjoyments
Snakelike fish ,eel,1,Eel-like
Spherical form of carbon ,buckminsterfullerene,3,Buckminsterfullerene (C60)
Hanging down ,pendent,5,Pendent portions
Mythical giant ,titan,12,Titanic adversary
Light red ,pink,9,Salmon-pink
Autumn; drop ,fall,1,Falling
Sign (cheque) on back ,endorse,4,Endorser
"Opposed, against ",anti,3,Antithetical
Settled up ,paid,1,Paid off
Coarse file ,rasp,14,Raspy surface
