CLUE,ANS,POS,FOUND IN
Exclamation of making a blunder ,oops,1,Oops!
Sudden sharp feeling ,twinge,4,Sharp twinge
By a very small margin ,barely,11,Just barely
Annual starting point ,new year,3,New Year's Day
"Lean, part of foot ",heel,14,Heel spur (a condition affecting a part of the foot's heel)
Squeeze into less space ,compress,10,Compressed
Director of publication ,editor,1,Editor-in-chief
Merged into one,united,16,"United theories, comprehensive understanding"
Accidental release ,leakage,7,Inadvertent leakage
Such as well might happen ,likely,1,Likely scenario
"Marlene --, German actress ",dietrich,11,"Marlene Dietrich (though she is better known in English-speaking countries, her name suggests the clue)"
Rose fruit ,hip,6,Hips (commonly associated with roses)
Weighty book ,tome,1,Hefty tome
Rascal ,scamp,10,Rogue scamp
Imbibes knowledge ,learns,1,Learns quickly
Extremely wicked ,evil,6,Evil incarnate
Fond of games ,playful,4,Playful at heart
Picked,chose,10,Wildly chosen
International treaty ,pact,5,Comprehensive pact
Joke; silencer ,gag,16,Gag so silent it's deafening
Reduce by a factor of two ,halve,1,Halved
It's driven into the ground to support portable shelter ,tent peg,10,Trenched (for tent pegs)
