CLUE,ANS,POS
"Cunning, deceit ",guile,12
Make uneasy or cause to be worried ,perturb,6
Family,kin,2
Place of worship ,chapel,54
Principal actor in a film ,star,2
Lubricating pump ,grease gun,2
Soon: in an abbreviated manner,shortly,2
Infuriating ,exasperating,2
Set of beliefs ,credo,20
Cultivated grass,lawn,2
Peak,apex,2
Manner of walking ,gait,4
Distinct and discrete ,separate,2
Rod used for punishment ,cane,2
A Christmas tree,holly,15
River of western Scotland ,clyde,2
Small whirlpools ,eddies,4
Comfort ,ease,4
Ten year period ,decade,2
