CLUE,ANS,POS,FOUND IN
Old collectable item,antique,1,"Antique Vase - A decorative piece from bygone eras, often found in vintage collections."
Tear ,rip,1,Abrasion - Physical damage causing tearing or ripping due to friction
"Asterix, for example ",gaul,1,Gaulish (referring to the ancient Celtic tribe)
Peter Sellers' Pink Panther inspector ,clouseau,1,"Inspector Clouseau (Peter Sellers portrayed this character in ""The Pink Panther"")"
Castor and Pollux ,gemini,1,Gemini (Twins in Roman Mythology)
Curt and short ,abrupt,1,Curt (adjective) - marked by harshness or severity; abruptly blunt in manner or speech
Formal recommendation to an employer ,reference,6,Employment Reference
Separated ,apart,18,"Cleaved (verb, as in something cleaved apart)"
Far from the target ,wide,15,Wide open space
Toy with plastic bricks ,lego,1,LEGOs
Of water ,aqua,2,"Aquatic - related to water, typically living in or occurring in an environment filled with water"
Agave fibre ,sisal,1,"Sisal - A natural fiber obtained from the Agave sisalana plant, widely used for rope making and carpet manufacturing."
