CLUE,ANS,POS
Ignorant (of) ,unaware,1
Large wall painting,mural,2
Ceremony - ritual,rite,2
Lend an ear ,listen,1
Made smaller ,reduced,2
Male singing voice ,baritone,2
Ridicule ,deride,7
Greek island ,rhodes,2
Humorist ,comedian,1
Annulled ,repealed,7
Light brown sugar ,demerara,2
"Incidents, occasions ",events,4
Remove rind ,peel,1
Scottish landowner ,laird,1
Option,choice,3
Divisions of a boxing match ,rounds,1
Aimlessly floating ,adrift,2
Sleepwalker ,somnambulist,3
Keeps in check ,restrains,6
