CLUE,ANS,POS,FOUND IN
Collection of items of information ,data,11,Data store
Shops ,emporia,13,Emporia (plural of emporium)
Partially viewed ,glimpsed,13,Glimpsed something
Employ - undertake - oppose ,take on,1,"**Employ**: take on, use, utilize"
Excerpts from a film - or aggressive outbursts ,scenes,15,Behind-the-scenes
Seethe ,boil,1,Boil over
Formal wear ,top hat,12,Formal top hat and tails
Kind of rehearsal like thirsty trot ,dry run,1,Dry run - a rehearsal or practice session that simulates the real thing
Crosswise ,transverse,6,Transversely
Competing ,vying,16,Vying for attention
Defeated or hit repeatedly ,beaten,2,"**Beaten down**: Feeling left out or ignored (left hungry) and then being repeatedly defeated or hit with challenges, setbacks, or failures."
Of foods) made from milk ,dairy,1,Dairy-based
Large American vulture ,condor,4,"Andean Condor (Vultur gryphus) - while not exclusively American, it can be found in parts of South America and is often associated with the Americas"
Fish ,eel,8,Reel
