CLUE,ANS,POS,FOUND IN
"Amount, aggregate ",sum,1,Total sum
Barred enclosure for animals ,cage,7,"Behemoth cage (metaphorically, not literally used for animals but indicative of a large enclosure)"
Mischievous fairy ,pixie,10,Malevolent pixie
Least powerful ,weakest,1,Weakest link
Expressive movements ,gestures,2,Flamboyant gestures
Great Greek author of the Odyssey ,homer,1,"However, for the purpose of this task, Homer's name has become synonymous with both epic poems:"
Leafy dishes ,salads,17,Mixed leaf salads
Laces a province in France ,alsace,13,Alsace (historically had ties with Germanic culture but now part of modern France)
Intoxicating drink ,alcohol,1,Alcoholic beverage
Prototype ,original,1,Original model or first version
Out of the ordinary ,unusual,18,Unusual occurrence
One from Salonika ,greek,4,Byzantine Greek (referring to the historical context of Salonika)
Prison accommodation,cell,5,Jail cell layouts
Make compulsory ,mandate,13,Mandated obligation
Song from an opera ,aria,1,"Aria: ""Dido's Lament"" - Opera Serenade by Henry Purcell, Dido and Aeneas"
