CLUE,ANS,POS,FOUND IN
Light red ,pink,1,Pinkish-red
Male deer ,hart,3,"Hart (archaic term for a stag, especially an adult male)"
Name given to Elizabeth I ,gloriana,1,Other names include The Virgin Queen (due to her never marrying) and Gloriana (a poetic epithet).
Autumn; drop ,fall,1,Leaf-falling
Lacking strength,weak,1,Weakened
Car races on public roads ,rallies,4,Road rallies
"Opposed, against ",anti,4,Anti- (as a prefix)
Settled up ,paid,1,Paid in full
Trace (anag.) ,cater,4,"Cater (includes a slight stretch of definition, but can be considered as arranging or organizing things in sequence which metaphorically aligns with 'trace')"
Equips for war ,arms,13,Arms cache
